Timestamp,Employer,Location,Job Title,Years at Employer,Years of Experience, Annual Base Pay 
3/25/2016 0:42,Rails consultancy,Chicago,Software Developer,1.00,3.00,"$96,000.00"
3/22/2016 0:10,Rando Consulting,SF Bay Area,Front-end Engineer,1.00,3.00,"$75,000.00"
3/21/2016 15:54,RightScale,Santa Barbara,Product Manager,1.00,3.00,"$95,000.00"
3/21/2016 18:00,SaaS company,"St Petersburg, FL",Software Developer,1.00,3.00,"$44,000.00"
3/21/2016 15:38,secret ag,zurich,junior software engineer,1.00,3.00,"$92,000.00"
3/25/2016 10:58,Series A Startup,SF,Software Engineer,1.00,3.00,"$125,000.00"
3/21/2016 18:00,SessionM,Boston,Software Engineer,1.00,3.00,"$90,000.00"
3/21/2016 16:38,Small consulting firm,"Houston, TX",Web Developer,1.00,3.00,"$56,000.00"
3/21/2016 14:43,Sogeti,DFW,Consultant,1.00,3.00,"$69,000.00"
3/26/2016 19:59,SpotX,"Denver, CO",Software Engineer,1.00,3.00,"$72,000.00"
3/23/2016 6:00,Startup,"Cambridge, MA",Front End Developer,1.00,3.00,"$70,000.00"
3/22/2016 9:43,Startup,San Francisco,Data Scientist,1.00,3.00,"$140,000.00"
3/21/2016 13:49,Startup,"San Francisco (Palo Alto), CA",Software Engineer,1.00,3.00,"$100,000.00"
3/21/2016 21:22,Startup ,San Francisco,Software Engineer,1.00,3.00,"$97,000.00"
3/21/2016 18:10,TripAdvisor,Singapore,Senior Data Scientist,1.00,3.00,"$85,000.00"
3/21/2016 14:10,Twitter,"San Francisco, CA",Software Engineer,1.00,3.00,"$140,000.00"
12/18/2016 12:30,Uber,San Francisco,Data Scientist II,1.00,3.00,"$140,000.00"
3/21/2016 15:10,Uber,San Francisco,Software Engineer II,1.00,3.00,"$145,000.00"
3/21/2016 20:18,Visa Inc,Foster City,Sr Software Engineer,1.00,3.00,"$120,000.00"
3/21/2016 21:57,Walmart,San Bruno,Software Engineer,1.00,3.00,"$110,000.00"
3/29/2016 22:10,Wearable company,SF Bay Area,Mobile Developer,1.00,3.00,"$120,000.00"
3/21/2016 15:40,YCS12 Startup,San Francisco,Software Engineer,1.00,3.00,"$120,000.00"
3/21/2016 21:03,Zappos.com,Las Vegas,Product Analyst,1.00,3.00,"$70,000.00"
3/21/2016 19:49,Adroll,San Francisco,Data Scientist,1.50,3.00,"$150,000.00"
3/21/2016 13:44,Airbnb,San Francisco,Software Engineer,1.50,3.00,"$118,000.00"
3/21/2016 14:24,Amazon,Bay Area,SDE 1,1.50,3.00,"$115,000.00"
4/20/2016 8:08,AMD,"Orlando,FL",Senrio ASIC design engineer,1.50,3.00,"$107,000.00"
3/21/2016 15:34,Booz Allen Hamilton,"Washington, DC","Software Engineer, level II",1.50,3.00,"$71,000.00"
4/1/2016 14:50,ContorionGmbh,"Berlin, Germany",PHP Developer,1.50,3.00,"$37,500.00"
3/21/2016 16:22,Liberty Mutual,New Hampshire,Developer Intern,1.50,3.00,"$48,000.00"
3/21/2016 13:47,OpenX,Pasadena,Software Engineer,1.50,3.00,"$120,000.00"
3/21/2016 22:07,Startup,SF,Product Manager,1.50,3.00,"$89,000.00"
3/22/2016 21:17,Tendril,"Boulder, CO",Software Engineer,1.50,3.00,"$110,000.00"
3/21/2016 14:05,Uber,San francisco,Senior software engineer,1.50,3.00,"$150,000.00"
3/24/2016 0:51,Atlassian,San Francisco,Developer,2.00,3.00,"$132,500.00"
3/21/2016 17:48,Carbonite,Boston,Software Engineer,2.00,3.00,"$90,000.00"
3/22/2016 3:23,china***,didu,java server,2.00,3.00,"$140,000.00"
3/21/2016 13:33,Digital Agency,NYC,Analyst,2.00,3.00,"$80,000.00"
3/29/2016 1:48,Dublin City University,Dublin,Research Engineer,2.00,3.00,"$40,400.00"
3/21/2016 23:30,Facebook,Menlo Park,Production Engineer,2.00,3.00,"$140,000.00"
3/21/2016 15:16,Facebook,Menlo Park,Software Engineer,2.00,3.00,"$145,000.00"
3/21/2016 21:45,Google,Mountain View,Test Engineer,2.00,3.00,"$126,000.00"
3/21/2016 18:53,Google,Mountain View,Software Engineer III (Level 4),2.00,3.00,"$139,000.00"
3/21/2016 15:02,Google,MTV,Software Engineer II,2.00,3.00,"$121,000.00"
3/21/2016 20:32,Google,San Francisco,SWE,2.00,3.00,"$130,000.00"
3/21/2016 17:28,Hudl,Nebraska,Software Engineer,2.00,3.00,"$90,000.00"
3/21/2016 14:30,Intuit,San Diego,Software Engineer,2.00,3.00,"$95,000.00"
3/21/2016 13:54,iversity,Berlin,JavaScript Developer,2.00,3.00,"$35,000.00"
3/21/2016 15:22,Kabam,San Francisco,Senior PM,2.00,3.00,"$165,000.00"
3/21/2016 17:10,Microsoft,Redmond,Software Engineer,2.00,3.00,"$119,320.00"
3/21/2016 14:35,NationBuilder,Los Angeles,Software Engineer,2.00,3.00,"$115,000.00"
3/21/2016 13:18,Pariveda Solutions,Dallas,Consultant II,2.00,3.00,"$77,000.00"
3/27/2016 9:22,Pocket Concierge,"Tokyo, Japan",CTO,2.00,3.00,"$60,000.00"
3/21/2016 15:22,Qualcomm,"Toronto, ON",Engineer,2.00,3.00,"$75,000.00"
3/21/2016 16:22,SFR,"Lyon, France",Network engineer,2.00,3.00,"$40,000.00"
3/21/2016 13:31,SolarCity,SF,Software Engineer,2.00,3.00,"$120,000.00"
3/21/2016 13:59,Startup,Mississippi,Software Developer,2.00,3.00,"$49,000.00"
3/21/2016 17:05,Startup,New York,Software Engineer,2.00,3.00,"$110,000.00"
3/21/2016 15:30,State of Texas,"Austin, TX",System Analyst III,2.00,3.00,"$65,000.00"
3/21/2016 13:15,Synopsys,San Francisco,"Software Engineer, Sr 1",2.00,3.00,"$115,000.00"
3/21/2016 15:26,The Climate Corporation,San Francisco,Data Engineer II,2.00,3.00,"$101,000.00"
3/25/2016 10:58,The Huffington Post,New York,Software Engineer,2.00,3.00,"$97,000.00"
3/21/2016 14:26,Thermo Fisher Scientific,"Lowell, MA",Software Engineer II,2.00,3.00,"$84,000.00"
3/21/2016 23:58,Twitter,San Francisco,Software Engineer II,2.00,3.00,"$155,000.00"
3/21/2016 15:48,Amazon,San Francisco,SDE2,3.00,3.00,"$126,000.00"
3/21/2016 17:24,Amazon.com,Seattle,Software Development Engineer II,3.00,3.00,"$100,000.00"
3/21/2016 15:34,Apple,Cupertino,Engineer,3.00,3.00,"$110,000.00"
3/21/2016 20:03,ARDX,Norfolk,Developer,3.00,3.00,"$48,500.00"
3/21/2016 14:11,Audible,Newark,SDE 2,3.00,3.00,"$120,000.00"
3/21/2016 13:25,BHHC,"Omaha, NE",FP&A Analyst,3.00,3.00,"$46,500.00"
3/21/2016 14:34,BitDefender SRL,Cluj-Napoca,Software Engineer,3.00,3.00,"$30,000.00"
3/21/2016 14:36,BitDefender SRL,Cluj-Napoca,Software Engineer,3.00,3.00,"$40,000.00"
3/21/2016 14:44,Bloomberg,"New York, NY",software developer,3.00,3.00,"$139,000.00"
3/21/2016 15:21,BRK,München,System Administrator,3.00,3.00,"$32,400.00"
3/21/2016 21:45,Carnegie Mellon University,"Pittsburgh, PA",Research Programmer,3.00,3.00,"$65,000.00"
3/27/2016 8:10,Cerner,"Kansas City, MO",Consultant,3.00,3.00,"$57,300.00"
3/21/2016 15:05,D2L,"Kitchener, Canada",Software Developer,3.00,3.00,"$70,000.00"
3/25/2016 20:30,Douban Inc,"Beijing, China",Senior Systems Engineer,3.00,3.00,"$44,000.00"
3/21/2016 15:31,Employer,Location,Job title,3.00,3.00,"$30,000.00"
3/21/2016 14:15,Expedia,Seattle,Software Development Engineer II,3.00,3.00,"$105,000.00"
3/21/2016 15:49,fidelity,ireland,senior software engineer,3.00,3.00,"$45,000.00"
4/11/2016 8:32,GE,France ,Cybersecurity engineer,3.00,3.00,"$40,000.00"
3/23/2016 16:09,Google,San francisco,Software Engineer,3.00,3.00,"$105,000.00"
3/21/2016 16:15,IBM,Austin,Software Developer,3.00,3.00,"$74,000.00"
3/21/2016 18:59,IBM,Kansas,Software Engineer,3.00,3.00,"$84,000.00"
3/21/2016 19:31,IBM,New York,Senior Consultant,3.00,3.00,"$92,000.00"
3/21/2016 16:46,MathWorks,"Boston, MA",Software Engineer,3.00,3.00,"$90,000.00"
3/21/2016 13:27,Microsoft,Redmond,SDE II,3.00,3.00,"$145,000.00"
3/21/2016 20:18,Microsoft,"Redmond, WA",Program Manager 2,3.00,3.00,"$120,000.00"
3/21/2016 13:59,Microsoft,Seattle,Program Manager II,3.00,3.00,"$124,000.00"
9/16/2016 14:19,Microsoft,Seattle,SDE II,3.00,3.00,"$131,400.00"
3/21/2016 17:00,n/a,Pittsburgh,Robotics Engineer,3.00,3.00,"$93,000.00"
3/21/2016 18:18,National Instruments,"Austin, TX",Software Engineer,3.00,3.00,"$70,000.00"
3/25/2016 4:10,Prefer not to say,Ireland,Developer (Full stack),3.00,3.00,"$45,000.00"
3/21/2016 18:05,PSG Tecnologia LTDA,"Campo Grande, Mato Grosso do Sul, Brazil",Analista de Sistemas,3.00,3.00,"$36,276.00"
3/21/2016 20:50,Rackspace,Unknown,Software Developer II,3.00,3.00,"$72,000.00"
3/21/2016 23:42,Ram,Chennai,Sr. Software Eng.,3.00,3.00,"$52,000.00"
3/21/2016 20:04,Salesforce,San Francisco,Senior Member of Technical Staff,3.00,3.00,"$125,000.00"
3/22/2016 10:29,Scopely,"Culver City, CA",People Business Partner,3.00,3.00,"$140,000.00"
3/21/2016 14:08,Self-Employed,DC-VA-MD area,Consultant,3.00,3.00,"$300,000.00"
3/21/2016 23:37,Sioux Embedded Systems,"Eindhoven, The Netherlands",Senior software engineer,3.00,3.00,"$41,000.00"
3/21/2016 18:04,Small Company,"Atlanta, GA",Software Engineer,3.00,3.00,"$80,000.00"
3/25/2016 8:29,Sontex,Switzerland,Software developer,3.00,3.00,"$80,000.00"
3/21/2016 14:09,"Square, Inc",San Francisco,Software Engineer,3.00,3.00,"$115,000.00"
3/21/2016 14:50,Texas A&M,Unknown,Programmer Analyst,3.00,3.00,"$46,000.00"
3/21/2016 22:04,US Navy,Ridgecrest,Computer Scientist,3.00,3.00,"$58,000.00"
3/21/2016 16:10,wayfair,boston,lead software engineer,3.00,3.00,"$110,000.00"
3/21/2016 15:42,Amazon,Seattle,SDE2,5.00,3.00,"$145,000.00"
3/21/2016 16:43,Google,New York,Web Developer,7.00,3.00,"$103,000.00"
3/21/2016 14:36,La michoacana,Las juntas,Servidor de Aguas,7.00,3.00,"$48,000.00"
5/24/2016 11:56,Cerner,Unknown,System engineer ,Unknown,3.00,"$75,000.00"
3/21/2016 13:39,Series A ($8MM) funded startup,Bengaluru,Tech Lead,0.25,3.50,"$33,000.00"
3/21/2016 15:22,Small startup,"Seattle, WA",Software Engineer,1.50,3.50,"$122,500.00"
3/21/2016 14:59,Apple,Cupertino,Software Engineer ,2.00,3.50,"$131,000.00"
3/22/2016 5:43,Amazon,"Cambridge, MA",SDE II,3.50,3.50,"$119,000.00"
3/21/2016 22:24,Amazon,Seattle,Software Development Engineer II,3.50,3.50,"$113,000.00"
3/21/2016 15:33,Computer Security,Bay Area,Software Engineer,3.50,3.50,"$144,000.00"
3/21/2016 15:23,Workday,Pleasanton,Web dev,3.50,3.50,"$84,000.00"
3/21/2016 23:08,Lawrence Livermore National Laboratory,"Livermore, California",Computer Scientist,3.75,3.75,"$128,500.00"
6/5/2016 20:04,Google,Los Angeles,Software Engineering Intern,0.50,4.00,"$80,000.00"
6/5/2016 20:11,Verily,Mountain View,Software Engineering Intern,0.50,4.00,"$80,000.00"
3/21/2016 13:45,Adobe,San Francisco,Web Developer,1.00,4.00,"$155,000.00"
3/21/2016 17:46,Amazon,DC area,System engineer,1.00,4.00,"$85,000.00"
3/21/2016 15:14,Amazon,Seattle,SDE II,1.00,4.00,"$140,000.00"
3/21/2016 14:49,Amazon Web Services,Seattle,Systems Engineer,1.00,4.00,"$98,000.00"
3/21/2016 15:07,Amazon.com,"Seattle, WA",SDE1,1.00,4.00,"$115,000.00"
3/21/2016 17:57,Anonymous,New York City,Software Engineer,1.00,4.00,"$120,000.00"
3/21/2016 13:35,Boutique Development Consulting,"Denver,  CO",Consultant,1.00,4.00,"$88,000.00"
5/7/2016 9:50,Chicago Fintech Firm,Chicago,Sr. Software Engineer,1.00,4.00,"$84,000.00"
3/22/2016 14:29,Cisco,Ireland,Software Engineer ,1.00,4.00,"$50,000.00"
3/21/2016 14:58,City of Carson City,"Carson City, NV",IT Systems Technician,1.00,4.00,"$46,000.00"
3/21/2016 19:57,CrossChx,"Columbus, Ohio",Software Engineer,1.00,4.00,"$75,000.00"
3/21/2016 21:59,Davanti Consulting,"Auckland, New Zealand",Senior Consultant (Salesforce.com developer),1.00,4.00,"$50,000.00"
3/21/2016 13:21,DoD Contractor,Unknown,Software Eng. III,1.00,4.00,"$100,000.00"
9/6/2017 15:26,Eaze,San Francisco,Senior Software Engineer,1.00,4.00,"$150,000.00"
3/21/2016 14:07,Ericsson,Ireland,Software Engineer,1.00,4.00,"$40,000.00"
3/22/2016 21:58,Facebook,Menlo Park,Senior Software Engineer,1.00,4.00,"$182,000.00"
3/21/2016 22:07,Facebook,San Francisco,Software Engineer,1.00,4.00,"$128,000.00"
3/21/2016 22:31,"gaming startup, 50 employees",San Francisco,Product Manager,1.00,4.00,"$100,000.00"
3/21/2016 13:36,Google,Mountain View,Software Engineer,1.00,4.00,"$130,000.00"
3/21/2016 14:10,Google,New York City,Software Engineer II (Level 3),1.00,4.00,"$117,500.00"
3/21/2016 20:27,Google,NYC,Software Engineeer III,1.00,4.00,"$135,000.00"
3/21/2016 14:10,IBM,Unknown,Front End Engineer,1.00,4.00,"$90,000.00"
3/21/2016 13:13,LinkedIn,"San Jose, CA",Site Reliability Engineer,1.00,4.00,"$140,000.00"
3/21/2016 16:44,Mid sized silicon valley startup,"Sunnyvale, CA",Software Engineer,1.00,4.00,"$140,000.00"
3/21/2016 13:10,Mitsubishi Hitachi Power Systems America,"Orlando, Florida",Steam Turbine Service Engineer,1.00,4.00,"$80,001.00"
3/22/2016 3:45,N/A,Brussels,IT Support Officer,1.00,4.00,"$40,000.00"
3/21/2016 16:23,Nokia,"Ottawa, Canada",Software Designer,1.00,4.00,"$56,000.00"
3/21/2016 13:29,Pindrop,Atlanta,Operations Engineer,1.00,4.00,"$85,000.00"
4/21/2016 17:41,Rubicon Project,San Francisco,Software Engineer,1.00,4.00,"$115,000.00"
3/21/2016 14:01,Sacramento County,"Sacramento, CA",IT Analyst I,1.00,4.00,"$61,000.00"
3/21/2016 13:05,Small B2B Company,Minneapolis,Analyst,1.00,4.00,"$63,000.00"
3/21/2016 13:05,Small B2B Company,Minneapolis,Analyst,1.00,4.00,"$63,000.00"
3/22/2016 6:22,Startup,New York City,Software Engineer,1.00,4.00,"$145,000.00"
3/21/2016 14:28,Uber Technologies,San Francisco,Software Engineer,1.00,4.00,"$140,000.00"
4/1/2016 14:23,University of Colorado,Boulder,Assistant Director of Development,1.00,4.00,"$58,000.00"
3/22/2016 5:15,University of Grenoble,"Grenoble, France",Postdoc,1.00,4.00,"$33,700.00"
3/21/2016 12:59,Vertical Knowledge,"Cleveland, OH",Software Engineer,1.00,4.00,"$86,000.00"
3/21/2016 14:40,Vevo,San Francisco,Technical Product Manager,1.00,4.00,"$135,000.00"
3/21/2016 13:44,VML,"Kansas City, MO",Interactive Web Developer,1.00,4.00,"$55,000.00"
3/22/2016 0:45,Zenefits,San Francisco,Software Engineer,1.00,4.00,"$146,000.00"
3/22/2016 10:04,Zillow,"Seattle, WA",Senior Software Development Engineer,1.00,4.00,"$140,000.00"
3/21/2016 15:54,Zillow Group,"Irvine, CA",Software Developer,1.00,4.00,"$105,000.00"
5/5/2016 9:48,Zipari,New York,Software Engineer,1.00,4.00,"$90,000.00"
3/21/2016 22:05,zoho,chennai,project manager,1.00,4.00,"$900,000.00"
3/21/2016 23:38,Amazon,Seattle,SDE II,1.50,4.00,"$105,000.00"
3/21/2016 14:08,Cox Automotive,"Burlington, VT",UI Developer,1.50,4.00,"$73,500.00"
3/23/2016 8:02,Facebook,Menlo Park,Software Engineer,1.50,4.00,"$130,000.00"
3/22/2016 14:35,Insidesales.com,Provo,Software Engineer,1.50,4.00,"$70,000.00"
3/21/2016 14:31,microsoft,seattle,software engineer,1.50,4.00,"$104,000.00"
4/1/2016 14:41,CDW ,Chicago,Proposal Specialist,1.75,4.00,"$60,000.00"
3/21/2016 17:47,Accenture,Philippines,Associate Manager,2.00,4.00,"$34,500.00"
3/21/2016 13:44,Amazon,"Seattle, WA",Software Development Engineer II,2.00,4.00,"$121,000.00"
3/21/2016 13:52,Amazon.com,Seattle,SDE,2.00,4.00,"$105,000.00"
3/22/2016 0:14,Autodesk,San francisco,DevOps engineer,2.00,4.00,"$125,000.00"
3/21/2016 16:00,Cisco,San Jose,Software Engineer,2.00,4.00,"$103,000.00"
3/22/2016 14:35,"Counsyl, Inc.","South San Francisco, CA",Software Engineer,2.00,4.00,"$110,000.00"
9/7/2016 16:00,Enova,Chicago,Senior engineer ,2.00,4.00,"$90,000.00"
3/21/2016 13:16,Epic,"Verona, Wisconsin",Software Developer,2.00,4.00,"$94,000.00"
3/21/2016 13:47,Financial Software Company,"Washington, DC",Software Engineer,2.00,4.00,"$140,000.00"
3/21/2016 14:09,Formidable Labs,Seattle,Senior Front-End Developer,2.00,4.00,"$130,000.00"
3/21/2016 14:47,Google,Los Angeles,SWE 3 (T4),2.00,4.00,"$130,000.00"
3/21/2016 21:48,Google,Mountain View,Program Manager,2.00,4.00,"$110,000.00"
3/21/2016 16:05,Google,Unknown,IT Recruiter,2.00,4.00,"$115,000.00"
3/21/2017 6:56,Google ,Mountain View,Software Engineer,2.00,4.00,"$150,000.00"
3/22/2016 4:50,IBM,Unknown,IT Architect,2.00,4.00,"$76,000.00"
3/21/2016 13:17,IHS,Poland,Software Engineer,2.00,4.00,"$30,000.00"
3/21/2016 16:51,Jamdeo Canada,"Oakville, ON., Canada",Android Application Developer,2.00,4.00,"$88,000.00"
3/21/2016 13:43,Large German Energy Company,Nordrhein-Westfalen,Platform Engineer,2.00,4.00,"$42,000.00"
6/23/2016 17:39,LinkedIn,"Sunnyvale, CA, USA",Senior Software Engineer,2.00,4.00,"$159,000.00"
3/21/2016 14:56,LiveOps,Redwood City,Project Manager,2.00,4.00,"$90,000.00"
3/21/2016 14:10,Logmein,San Francisco,Senior Software Engineer,2.00,4.00,"$110,000.00"
3/21/2016 14:02,Open Access Publisher,London,Technical Architect,2.00,4.00,"$60,000.00"
3/22/2016 4:40,Parisian Startup,"Paris, France",Lead Developer,2.00,4.00,"$51,000.00"
3/21/2016 18:31,Riot Games,"Los Angeles, CA",Software Engineer,2.00,4.00,"$85,000.00"
3/23/2016 11:54,Self ,New Orleans ,Developer ,2.00,4.00,"$52,000.00"
3/21/2016 14:05,Shipwire,Sunnyvale,Software Engineer,2.00,4.00,"$91,000.00"
3/21/2016 14:12,Small Agency,Midwest,Web Developer,2.00,4.00,"$62,000.00"
3/21/2016 13:35,SolidFire,"Boulder, CO",Senior Software Engineer,2.00,4.00,"$113,000.00"
3/22/2016 3:44,TAG,Dublin,Software Developer,2.00,4.00,"$36,000.00"
6/12/2017 11:25,Target Corp,"Minneapolis, MN",Sr BI Engineer,2.00,4.00,"$110,000.00"
3/21/2016 14:51,TDW,Amsterdam,Webdeveloper,2.00,4.00,"$36,000.00"
3/21/2016 13:58,test,test,CEO,2.00,4.00,"$300,000.00"
3/21/2016 22:07,Time Warner Cable,Dallas Texas USA,Network Engineer 2,2.00,4.00,"$66,000.00"
3/21/2016 17:19,Yahoo Inc.,"Sunnyvale, California",Software Systems Development Engineer,2.00,4.00,"$126,000.00"
3/21/2016 15:14,Fruition Partners,New York City,Architect,2.50,4.00,"$100,000.00"
3/21/2016 13:03,Tetra Tech,"Madison, WI",Lead Interviewer,2.50,4.00,"$45,000.00"
3/21/2016 14:16,UT Dallas,Plano Tx,Programmer III,2.50,4.00,"$67,500.00"
3/21/2016 21:29,Accenture,Unknown,Software Architect,3.00,4.00,"$82,000.00"
6/26/2017 16:47,Amazon,Unknown,IT Engineer,3.00,4.00,"$45,000.00"
3/21/2016 13:02,Apple,Cupertino,Software Engineer,3.00,4.00,"$110,000.00"
3/21/2016 16:54,B2B SaaS Co.,"Salt Lake City, UT",Software Developer,3.00,4.00,"$78,000.00"
10/5/2017 5:09,bose,germany,Network Engineer,3.00,4.00,"$50,000.00"
3/21/2016 19:49,Captricity,"Oakland, CA",Full stack developer,3.00,4.00,"$120,000.00"
3/21/2016 16:31,Disney Interactive,"Glendale, CA",Software Engineer,3.00,4.00,"$88,000.00"
3/21/2016 15:05,FedEx Ground,"Pittsburgh, PA",Engineer,3.00,4.00,"$67,000.00"
3/21/2016 20:36,Flow International,Seattle,Mechanical Engineer,3.00,4.00,"$69,000.00"
3/21/2016 16:33,Ford,Michigan,Mobile Software Engineer,3.00,4.00,"$82,500.00"
3/21/2016 15:05,Garmin,"Olathe, KS",Software Engineer 2,3.00,4.00,"$76,000.00"
3/21/2016 16:51,Harvard University,Unknown,Safespace Engineer and Admissions,3.00,4.00,"$153,020.00"
3/22/2016 1:32,Intel,"Portland, OR",Validation Engineer,3.00,4.00,"$80,000.00"
3/21/2016 14:14,IXL Learning,"San Mateo, CA",Sr. Software Engineer,3.00,4.00,"$125,000.00"
3/21/2016 15:01,Lawrence Livermore National Laboratory,"Livermore, CA",SES.2,3.00,4.00,"$120,000.00"
3/21/2016 13:51,Neustar,"Sterling, VA",Software Engineer II,3.00,4.00,"$89,000.00"
3/25/2016 7:29,Self-employed ,Detroit ,Freelance Programmer ,3.00,4.00,"$60,000.00"
3/21/2016 13:56,Square,"San Francisco, CA",Software Engineer,3.00,4.00,"$110,000.00"
3/21/2016 14:15,State of California,"Sacramento, CA",Staff Programmer,3.00,4.00,"$65,000.00"
3/21/2016 13:45,Telus,Vancouver ,Business systems analyst ,3.00,4.00,"$60,200.00"
3/21/2016 14:13,Thomson Reuters,London,Senior Software Engineer,3.00,4.00,"$40,000.00"
3/21/2016 13:28,Vmware,Palo Alto,Member of Technical Staff,3.00,4.00,"$125,000.00"
3/21/2016 13:27,Amazon.com,Seattle,SDE,4.00,4.00,"$91,000.00"
3/21/2016 13:39,BK Engineering ,NC,Software Engineer,4.00,4.00,"$90,000.00"
3/21/2016 23:33,Broadcom,San Jose,Firmware Engineer,4.00,4.00,"$95,000.00"
3/22/2016 2:12,Cisco,Israel,System Engineer,4.00,4.00,"$85,000.00"
3/21/2016 13:14,Cornell University,"Ithaca, NY",PhD student,4.00,4.00,"$28,500.00"
4/1/2016 18:28,Epic,"Madisn, WI",TS,4.00,4.00,"$95,000.00"
3/21/2016 13:36,Facebook,Menlo Park,Data Scientist,4.00,4.00,"$206,000.00"
3/21/2016 16:47,Facebook,Menlo Park,Engineering Manager,4.00,4.00,"$230,000.00"
3/21/2016 14:32,George Mason University,"Fairfax, VA",Assistant Professor,4.00,4.00,"$102,000.00"
3/21/2016 16:52,Google,Chicago,Senior software engineer,4.00,4.00,"$140,000.00"
3/22/2016 10:29,Google,Mountain View,Software Engineer III,4.00,4.00,"$136,000.00"
3/21/2016 16:40,Google,San Francisco,Software Engineer,4.00,4.00,"$130,500.00"
3/21/2016 16:29,IBM,Canada,Software Engineer,4.00,4.00,"$75,000.00"
3/21/2016 14:28,IBM,"Irvine, CA",Staff Software Engineer,4.00,4.00,"$88,800.00"
3/21/2016 15:25,icahn school of medicine at moutn sinai,new york city,graduate student,4.00,4.00,"$33,500.00"
3/21/2016 20:32,Intel,"Hillsboro, Oregon",Software Engineer,4.00,4.00,"$103,000.00"
3/23/2016 19:03,Microsoft,Redmond,SDE II,4.00,4.00,"$113,000.00"
3/21/2016 14:25,Microsoft,"Redmond, WA",Senior Software Engineer,4.00,4.00,"$147,000.00"
3/21/2016 14:45,Murex,New York,Consultant,4.00,4.00,"$100,000.00"
3/21/2016 14:33,Qualcomm,Colorado,Senior Engineer,4.00,4.00,"$120,000.00"
3/21/2016 14:39,Qualcomm,San Diego,Senior Engineer,4.00,4.00,"$105,000.00"
3/27/2016 5:03,Recruit,Tokyo,Business Development,4.00,4.00,"$70,000.00"
3/21/2016 17:41,Vanderbilt University Medical Center,Nashville,Systems Software Specialist,4.00,4.00,"$57,000.00"
3/23/2016 13:01,Verisk,Jersey City,Sofware Developer II,4.00,4.00,"$78,000.00"
3/21/2016 13:32,Verizon,Tampa,Internal Help Desk,4.00,4.00,"$38,000.00"
3/21/2016 15:33,Washoe county school district,Reno nevafa,Teacher,4.00,4.00,"$38,000.00"
3/21/2016 13:42,Xoom,SF,Software Engineer,4.00,4.00,"$125,000.00"
3/23/2016 10:31,IMF,"Washington, DC",HR Analyst,7.00,4.00,"$55,000.00"
3/21/2016 15:00,Hewlett Packard Enterprise,"Roseville, CA",Software Engineer,19.00,4.00,"$125,000.00"
3/22/2016 0:13,Small B2B,"Berlin, Germany",Software Developer,Unknown,4.00,"$73,000.00"
3/22/2016 7:50,Code 42,"Minneapolis, MN",Associate Software Engineer,2.50,4.50,"$75,600.00"
8/11/2017 0:11,Snap,"Salt Lake City, UT",Data Scientist,0.20,5.00,"$114,000.00"
3/21/2016 18:22,bank,philadelphia,software engineer,0.50,5.00,"$85,000.00"
3/21/2016 13:44,C2S Tech Inc,"Redmond, WA",Front End Developer,0.50,5.00,"$60,000.00"
3/21/2016 18:54,Consulting Startup ~20p,"San Francisco, CA",Software Engineer,0.50,5.00,"$90,000.00"
3/21/2016 13:50,Deloitte,South Africa,Assistant Manager,0.50,5.00,"$45,000.00"
3/21/2016 14:07,Fresh Code,"Salt Lake City, Utah",Software Engineer,0.50,5.00,"$95,000.00"
3/21/2016 16:16,Interana,"Redwood City, CA",Site Reliability Engineer,0.50,5.00,"$140,000.00"
3/22/2016 6:28,Mid size company,Remote,Software Developer,0.50,5.00,"$130,000.00"
3/21/2016 13:47,random startup,berlin,DevOps,0.50,5.00,"$65,000.00"
3/21/2016 13:10,SF Startup,"San Francisco, CA",Web developer,0.50,5.00,"$125,000.00"
3/21/2016 17:49,Etsy,Brooklyn,Software Engineer,0.75,5.00,"$115,000.00"
3/21/2016 14:21,Advertising,Toulouse (FR),Lead Backend Developer,1.00,5.00,"$42,000.00"
3/21/2016 23:07,Apple,Cupertino,Software Engineer,1.00,5.00,"$160,000.00"
3/21/2016 13:47,Business Insider,"New York, NY",Director of Infrastructure,1.00,5.00,"$125,000.00"
3/22/2016 17:17,Cisco Systems,San Jose,Software Engineer,1.00,5.00,"$105,000.00"
5/24/2016 9:31,Comcast,mount laurel,Software Developer II,1.00,5.00,"$76,000.00"
3/21/2016 13:13,Comcast,"Philadelphia, PA",Python Engineer,1.00,5.00,"$138,000.00"
3/22/2016 5:44,Cybercom Group,Sweden,Software Developer,1.00,5.00,"$48,000.00"
3/21/2016 14:03,Domo,"American Fork, UT",Account Executive,1.00,5.00,"$80,000.00"
3/21/2016 14:19,Dropbox,San Francisco,Online Marketing,1.00,5.00,"$110,000.00"
3/22/2016 2:42,funded startup,London,Senior Developer,1.00,5.00,"$72,000.00"
3/24/2016 11:03,Google,"New York, NY",Software Engineer,1.00,5.00,"$130,000.00"
3/21/2016 15:49,Gov't Contractor,Virginia-Washington Area,Software Engineer,1.00,5.00,"$125,000.00"
3/21/2016 17:10,groupon,Unknown,developer,1.00,5.00,"$125,000.00"
3/22/2016 4:58,Healthcare system,"Grand Rapids, MI",Application Development Analyst,1.00,5.00,"$77,000.00"
3/21/2016 13:46,JP Morgan,London,Associate Developer,1.00,5.00,"$74,000.00"
3/21/2016 14:22,Life Time Fitness,"Louisville, CO",Software Engineer,1.00,5.00,"$75,000.00"
